textbox22,,,,,,,,,,,,,,,,,,,,,
generated on 11/02/2020 03:47:55 UTC,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Colombia,Region of the Americas of WHO,Tropical South America,2020,3,1/13/2020,1/19/2020,,127,,14,2,,,16,,0,4,4,20,107,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2020,4,1/20/2020,1/26/2020,,94,,15,4,,,19,,0,2,2,21,73,No Report
Colombia,Region of the Americas of WHO,Tropical South America,2020,5,1/27/2020,2/2/2020,,68,,5,0,,,5,,0,1,1,6,62,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,30,0,0,0,,0,0,0,2,0,2,2,28,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,25,0,0,1,,0,1,0,2,0,2,3,22,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,18,0,0,0,,0,0,0,0,0,0,0,18,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,14,0,0,0,,0,0,0,0,0,0,0,14,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,21,0,1,0,,0,1,0,0,0,0,1,20,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,38,0,1,0,,0,1,0,0,0,0,1,37,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,39,0,3,0,,0,3,0,0,1,1,4,35,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,24,0,1,0,,0,1,0,2,0,2,3,21,No Report
Costa Rica,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,10,0,0,0,,0,0,0,0,0,0,0,10,No Report
Croatia,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,217,0,16,0,,93,109,0,0,0,0,109,,No Report
Croatia,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,313,0,15,2,,85,102,0,0,2,2,104,,No Report
Croatia,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,386,0,20,8,,74,102,0,2,0,2,104,,No Report
Croatia,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,300,0,14,3,,143,160,0,3,0,3,163,,No Report
Croatia,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,326,0,16,4,,96,116,0,26,0,26,142,,No Report
Croatia,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,390,0,123,7,,0,130,0,10,0,10,140,,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,65,0,0,0,,0,0,0,15,0,15,15,50,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,54,0,0,8,,0,8,0,6,0,6,14,40,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,54,0,0,0,,3,3,0,0,2,2,5,49,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,39,0,0,0,,0,0,0,0,2,2,2,37,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,20,0,0,0,,1,1,0,0,0,0,1,19,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,43,0,0,0,,1,1,0,0,0,0,1,42,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,29,0,0,0,,5,5,0,0,0,0,5,24,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,38,0,0,0,,11,11,0,0,0,0,11,27,No Report
Cuba,Region of the Americas of WHO,Central America and Caribbean,2020,6,2/3/2020,2/9/2020,,27,0,0,0,,7,7,0,0,0,0,7,20,No Report
Czechia,European Region of WHO,Eastern Europe,2019,49,12/2/2019,12/8/2019,,21,0,0,1,,0,1,0,0,0,0,1,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,1,12/30/2019,1/5/2020,,24,0,0,0,,0,0,0,0,0,0,0,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,2,1/6/2020,1/12/2020,,75,0,8,22,,0,30,0,0,0,0,30,,No Report
Czechia,European Region of WHO,Eastern Europe,2020,3,1/13/2020,1/19/2020,,36,0,4,10,,1,15,0,0,0,0,15,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2019,49,12/2/2019,12/8/2019,25,25,,1,0,0,0,1,0,0,0,0,1,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2019,50,12/9/2019,12/15/2019,24,24,,3,0,0,0,3,0,1,0,1,4,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2019,51,12/16/2019,12/22/2019,32,30,,4,0,0,0,4,0,6,0,6,10,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2019,52,12/23/2019,12/29/2019,15,15,,5,0,0,0,5,0,2,0,2,7,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,1,12/30/2019,1/5/2020,6,6,,1,0,0,0,1,0,2,0,2,3,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,2,1/6/2020,1/12/2020,23,23,,0,3,0,0,3,5,1,0,6,9,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,3,1/13/2020,1/19/2020,8,8,,2,1,0,0,3,0,2,0,2,5,,No Report
Democratic Republic of the Congo,African Region of WHO,Middle Africa,2020,4,1/20/2020,1/26/2020,21,21,,2,1,0,0,3,0,1,0,1,4,,No Report
Denmark,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,1685,0,25,11,,53,89,0,0,2,2,91,,No Report
Denmark,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,1989,0,37,23,,78,138,0,1,12,13,151,,No Report
Denmark,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,2293,0,44,30,,167,241,0,4,19,23,264,,No Report
Denmark,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,1777,0,47,54,,126,227,0,3,10,13,240,,No Report
Denmark,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,2205,0,52,66,,149,267,0,4,16,20,287,,No Report
Denmark,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,2335,0,60,55,,124,239,0,6,16,22,261,,No Report
Denmark,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,2206,0,46,72,,142,260,0,11,23,34,294,,No Report
Denmark,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,2469,0,28,49,,306,383,0,1,37,38,421,,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,20,,2,,,,2,1,1,,2,4,16,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,21,,3,,,,3,1,0,,1,4,17,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,17,,2,1,,,3,2,0,,2,5,12,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,10,,3,,,,3,,0,0,0,3,7,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,13,,2,,,,2,,1,,1,3,10,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,27,,2,,,,2,2,1,,3,5,22,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,17,,3,,,,3,,0,0,0,3,14,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,30,,8,,,,8,2,0,,2,10,20,No Report
Dominican Republic,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,7,,1,,,,1,1,0,,1,2,5,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2019,49,12/2/2019,12/8/2019,,191,,30,2,,,32,,0,0,0,32,159,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2019,50,12/9/2019,12/15/2019,,302,,72,,,,72,,0,6,6,78,224,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2019,51,12/16/2019,12/22/2019,,238,,52,1,,,53,,0,2,2,55,183,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2019,52,12/23/2019,12/29/2019,,120,,30,8,,,38,,0,2,2,40,80,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2020,1,12/30/2019,1/5/2020,,268,,46,4,,,50,,0,2,2,52,216,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2020,2,1/6/2020,1/12/2020,,292,,32,4,,,36,,0,2,2,38,254,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2020,3,1/13/2020,1/19/2020,,216,,16,2,,,18,,0,0,0,18,198,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2020,4,1/20/2020,1/26/2020,,162,,6,2,,,8,,0,4,4,12,150,No Report
Ecuador,Region of the Americas of WHO,Tropical South America,2020,5,1/27/2020,2/2/2020,,50,,,,,,0,,0,4,4,4,46,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,49,12/2/2019,12/8/2019,287,287,,131,2,0,0,133,,,20,20,153,134,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,50,12/9/2019,12/15/2019,417,417,,158,1,0,0,159,,,55,55,214,203,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,51,12/16/2019,12/22/2019,645,645,,164,4,0,0,168,,,65,65,233,412,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2019,52,12/23/2019,12/29/2019,721,721,,179,3,0,0,182,,,68,68,250,471,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2020,1,12/30/2019,1/5/2020,577,577,,156,4,0,0,160,,,41,41,201,376,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2020,2,1/6/2020,1/12/2020,496,496,,68,3,0,0,71,,,23,23,94,402,Local Outbreak
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2020,3,1/13/2020,1/19/2020,407,407,,38,0,0,0,38,,,25,25,63,344,No Report
Egypt,Eastern Mediterranean Region of WHO,Northern Africa,2020,4,1/20/2020,1/26/2020,485,485,,32,4,0,0,36,,,37,37,73,412,Local Outbreak
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,27,0,0,0,,0,0,1,5,0,6,6,21,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,25,0,0,0,,0,0,0,1,0,1,1,24,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,17,0,0,0,,0,0,0,1,1,2,2,15,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,3,0,0,0,,0,0,0,0,0,0,0,3,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,5,0,0,0,,0,0,0,0,0,0,0,5,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,19,0,1,0,,0,1,0,0,0,0,1,18,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,21,0,0,0,,0,0,0,0,0,0,0,21,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,25,0,0,0,,0,0,0,0,0,0,0,25,No Report
El Salvador,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,35,0,0,0,,0,0,0,0,0,0,0,35,No Report
Estonia,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,211,0,0,0,,1,1,0,5,3,8,9,,No Report
Estonia,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,182,0,0,0,,1,1,0,3,1,4,5,,No Report
Estonia,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,139,0,1,0,,4,5,0,0,4,4,9,,No Report
Estonia,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Estonia,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,309,0,4,4,,11,19,0,4,9,13,32,,No Report
Estonia,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,327,0,15,11,,8,34,0,6,3,9,43,,No Report
Estonia,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,240,0,6,5,,17,28,0,4,0,4,32,,No Report
Estonia,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,347,0,4,0,,21,25,0,3,3,6,31,,No Report
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,49,12/2/2019,12/8/2019,2,2,,,,,,0,,,0,0,0,2,No Activity
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,50,12/9/2019,12/15/2019,1,1,,,,,,0,,,0,0,0,1,No Activity
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2019,52,12/23/2019,12/29/2019,5,5,,,,,,0,,,0,0,0,5,No Activity
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2020,2,1/6/2020,1/12/2020,5,5,,1,,,,1,,,0,0,1,4,No Activity
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2020,3,1/13/2020,1/19/2020,5,5,,,,,,0,,,0,0,0,5,No Activity
Fiji,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2020,4,1/20/2020,1/26/2020,14,14,,1,,,,1,,,0,0,1,13,No Report
Finland,European Region of WHO,Northern Europe,2019,49,12/2/2019,12/8/2019,,12,0,4,5,,0,9,0,1,0,1,10,,No Report
Finland,European Region of WHO,Northern Europe,2019,50,12/9/2019,12/15/2019,,13,0,3,3,,0,6,1,1,0,2,8,,No Report
Finland,European Region of WHO,Northern Europe,2019,51,12/16/2019,12/22/2019,,14,0,0,1,,0,1,0,1,0,1,2,,No Report
Finland,European Region of WHO,Northern Europe,2019,52,12/23/2019,12/29/2019,,4,0,0,0,,0,0,0,3,0,3,3,,No Report
Finland,European Region of WHO,Northern Europe,2020,1,12/30/2019,1/5/2020,,4,0,1,2,,0,3,0,0,0,0,3,,No Report
Finland,European Region of WHO,Northern Europe,2020,2,1/6/2020,1/12/2020,,13,0,4,0,,0,4,0,0,0,0,4,,No Report
Finland,European Region of WHO,Northern Europe,2020,3,1/13/2020,1/19/2020,,9,0,2,1,,0,3,0,0,0,0,3,,No Report
Finland,European Region of WHO,Northern Europe,2020,4,1/20/2020,1/26/2020,,14,0,5,0,,0,5,0,1,0,1,6,,No Report
France,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,4140,0,13,10,,31,54,0,8,44,52,106,,No Report
France,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,4798,0,17,12,,77,106,0,15,64,79,185,,No Report
France,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,5020,0,42,19,,129,190,0,20,119,139,329,,No Report
France,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,5184,0,51,18,,178,247,0,12,133,145,392,,No Report
France,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,5859,0,67,19,,191,277,0,11,166,177,454,,No Report
France,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,6434,0,77,22,,258,357,2,15,168,185,542,,No Report
France,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,6228,0,112,17,,367,496,0,28,250,278,774,,No Report
France,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,5845,0,111,22,,518,651,1,22,329,352,1003,,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2019,49,12/2/2019,12/8/2019,5,5,,,,,,0,,1,,1,1,4,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2019,50,12/9/2019,12/15/2019,5,5,,,,,,0,,2,,2,2,3,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2019,51,12/16/2019,12/22/2019,2,2,,,,,,0,,,0,0,0,2,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2019,52,12/23/2019,12/29/2019,2,2,,1,,,,1,,,0,0,1,1,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2020,1,12/30/2019,1/5/2020,9,9,,2,,,,2,,,0,0,2,7,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2020,2,1/6/2020,1/12/2020,2,2,,,,,,0,,,0,0,0,2,No Report
French Guiana,Region of the Americas of WHO,Tropical South America,2020,3,1/13/2020,1/19/2020,1,1,,1,,,,1,,,0,0,1,0,No Report
Georgia,European Region of WHO,Western Asia,2019,49,12/2/2019,12/8/2019,,10,0,6,0,,0,6,0,0,0,0,6,,No Report
Georgia,European Region of WHO,Western Asia,2019,50,12/9/2019,12/15/2019,,7,0,0,0,,0,0,0,6,1,7,7,,No Report
Georgia,European Region of WHO,Western Asia,2019,51,12/16/2019,12/22/2019,,11,0,1,2,,0,3,0,6,0,6,9,,No Report
Georgia,European Region of WHO,Western Asia,2019,52,12/23/2019,12/29/2019,,23,0,0,2,,0,2,0,15,0,15,17,,No Report
Georgia,European Region of WHO,Western Asia,2020,1,12/30/2019,1/5/2020,,2,0,0,1,,0,1,0,1,0,1,2,,No Report
Georgia,European Region of WHO,Western Asia,2020,2,1/6/2020,1/12/2020,,16,0,0,3,,0,3,0,9,0,9,12,,No Report
Georgia,European Region of WHO,Western Asia,2020,3,1/13/2020,1/19/2020,,6,0,0,1,,0,1,0,3,1,4,5,,No Report
Georgia,European Region of WHO,Western Asia,2020,4,1/20/2020,1/26/2020,,9,2,0,1,,0,3,0,5,0,5,8,,No Report
Germany,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,108,0,2,4,,0,6,0,0,0,0,6,,No Report
Germany,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,102,0,6,2,,0,8,0,2,0,2,10,,No Report
Germany,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,97,0,6,6,,0,12,0,0,0,0,12,,No Report
Germany,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,27,0,4,1,,0,5,0,0,0,0,5,,No Report
Germany,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,62,0,4,3,,0,7,0,1,0,1,8,,No Report
Germany,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,126,0,24,8,,0,32,0,4,0,4,36,,No Report
Germany,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,155,0,26,14,,0,40,0,7,0,7,47,,No Report
Germany,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,195,0,37,37,,0,74,0,6,0,6,80,,No Report
Ghana,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,57,57,,0,46,0,0,46,0,1,0,1,47,10,Sporadic
Ghana,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,108,108,,0,65,0,0,65,0,6,0,6,71,37,Sporadic
Ghana,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,112,112,,0,21,0,0,21,0,5,0,5,26,86,Sporadic
Ghana,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,18,18,,0,3,0,0,3,0,0,0,0,3,15,Sporadic
Ghana,African Region of WHO,Western Africa,2020,1,12/30/2019,1/5/2020,21,21,,0,0,0,0,0,0,1,0,1,1,20,Sporadic
Ghana,African Region of WHO,Western Africa,2020,2,1/6/2020,1/12/2020,65,65,,1,1,0,0,2,0,1,0,1,3,62,Sporadic
Ghana,African Region of WHO,Western Africa,2020,3,1/13/2020,1/19/2020,71,71,,0,0,0,0,0,0,0,0,0,0,71,Sporadic
Ghana,African Region of WHO,Western Africa,2020,4,1/20/2020,1/26/2020,51,51,,0,0,0,0,0,0,0,0,0,0,51,Sporadic
Ghana,African Region of WHO,Western Africa,2020,5,1/27/2020,2/2/2020,98,98,,0,0,0,0,0,0,0,0,0,0,98,Sporadic
Greece,European Region of WHO,South West Europe,2019,49,12/2/2019,12/8/2019,,35,0,1,1,,0,2,0,0,0,0,2,,No Report
Greece,European Region of WHO,South West Europe,2019,50,12/9/2019,12/15/2019,,26,0,0,0,,0,0,0,0,0,0,0,,No Report
Greece,European Region of WHO,South West Europe,2019,51,12/16/2019,12/22/2019,,16,0,0,2,,0,2,0,0,0,0,2,,No Report
Greece,European Region of WHO,South West Europe,2019,52,12/23/2019,12/29/2019,,18,0,0,0,,0,0,0,0,0,0,0,,No Report
Greece,European Region of WHO,South West Europe,2020,1,12/30/2019,1/5/2020,,20,0,1,1,,0,2,0,0,0,0,2,,No Report
Greece,European Region of WHO,South West Europe,2020,2,1/6/2020,1/12/2020,,34,0,1,2,,0,3,0,0,1,1,4,,No Report
Greece,European Region of WHO,South West Europe,2020,3,1/13/2020,1/19/2020,,48,0,8,7,,2,17,0,0,0,0,17,,No Report
Greece,European Region of WHO,South West Europe,2020,4,1/20/2020,1/26/2020,,91,0,15,26,,0,41,0,4,0,4,45,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,0,0,,,,,,0,,,0,0,0,0,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,1,1,,,,,,0,,,0,0,0,1,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,0,0,,,,,,0,,,0,0,0,0,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,1,1,,1,,,,1,,,0,0,1,0,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,0,0,,,,,,0,,,0,0,0,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,0,0,,,,,,0,,,0,0,0,,No Report
Guadeloupe,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,0,0,,,,,,0,,,0,0,0,,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,8,,,,,,0,,0,0,0,0,8,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,13,,,,,,0,,0,0,0,0,13,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,5,,,,,,0,,0,0,0,0,5,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,3,,,,,,0,,0,0,0,0,3,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,12,,,,,,0,,0,0,0,0,12,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,10,,,,,,0,,0,0,0,0,10,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,3,,,,,,0,,0,0,0,0,3,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,5,,,,,,0,,0,0,0,0,5,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,5,1/27/2020,2/2/2020,,8,,,,,,0,,0,0,0,0,8,No Report
Guatemala,Region of the Americas of WHO,Central America and Caribbean,2020,6,2/3/2020,2/9/2020,,4,,,,,,0,,0,0,0,0,4,No Report
Guinea,African Region of WHO,Western Africa,2019,49,12/2/2019,12/8/2019,15,15,0,0,4,0,0,4,0,0,0,0,4,,No Report
Guinea,African Region of WHO,Western Africa,2019,50,12/9/2019,12/15/2019,14,14,0,0,3,0,0,3,0,0,0,0,3,,No Report
Guinea,African Region of WHO,Western Africa,2019,51,12/16/2019,12/22/2019,12,12,0,0,0,0,0,0,0,0,0,0,0,,No Report
Guinea,African Region of WHO,Western Africa,2019,52,12/23/2019,12/29/2019,14,14,0,0,0,0,0,0,0,0,0,0,0,,No Report
Guinea,African Region of WHO,Western Africa,2020,1,12/30/2019,1/5/2020,9,9,0,0,0,0,0,0,0,0,0,0,0,,No Report
Guinea,African Region of WHO,Western Africa,2020,2,1/6/2020,1/12/2020,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Report
Guinea,African Region of WHO,Western Africa,2020,3,1/13/2020,1/19/2020,13,13,0,0,0,0,0,0,0,0,0,0,0,,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,38,0,0,6,,0,6,1,1,0,2,8,30,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,37,0,0,6,,0,6,0,0,0,0,6,31,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,28,0,0,4,,0,4,0,0,0,0,4,24,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2019,52,12/23/2019,12/29/2019,,9,1,0,0,,0,1,0,0,0,0,1,8,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,1,0,0,0,,0,0,0,0,0,0,0,1,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,31,0,0,2,,0,2,0,0,0,0,2,29,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,54,0,0,4,,0,4,1,0,0,1,5,49,No Report
Haiti,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,9,0,0,0,,0,0,0,0,0,0,0,9,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2019,49,12/2/2019,12/8/2019,,49,,0,0,,0,0,0,0,5,5,5,44,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2019,50,12/9/2019,12/15/2019,,25,,0,0,,0,0,0,0,1,1,1,24,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2019,51,12/16/2019,12/22/2019,,7,,0,0,,0,0,0,0,0,0,0,7,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2020,1,12/30/2019,1/5/2020,,26,,,,,0,0,,0,0,0,0,26,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2020,2,1/6/2020,1/12/2020,,31,,,,,0,0,,0,3,3,3,28,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2020,3,1/13/2020,1/19/2020,,35,,,,,2,2,,0,0,0,2,33,No Report
Honduras,Region of the Americas of WHO,Central America and Caribbean,2020,4,1/20/2020,1/26/2020,,24,,,,,0,0,,0,3,3,3,21,No Report
